what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415210431790
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415210435231
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415210436105
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415210440938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415210442613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415210445216
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415210446234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415210447044
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415210455777
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415210496449
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415210501081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415210503891
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415210507326
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415210508186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415210510339
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415210512954
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415210516638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415210520004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415210521418
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415210522486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415210527218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415210529227
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415210530315
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415210531226
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1415210531236
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1415210536014
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1415210546640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415210571469
